Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
112100241853610,Bucher Law PLLC,These ads ran without a disclaimer,≤100,1
106275428781080,Do Ba Do,These ads ran without a disclaimer,≤100,2
107184141787696,Montgomery County Local News,These ads ran without a disclaimer,≤100,1
296344877096891,Blame the Whiskey,These ads ran without a disclaimer,≤100,1
115347381843460,Nonhuman Rights Project,These ads ran without a disclaimer,≤100,3
110555611205371,Kane County Local News,These ads ran without a disclaimer,≤100,1
110363253739257,"Mason, OH Local - News Break",These ads ran without a disclaimer,≤100,2
101878192095775,Crawford County Local News,These ads ran without a disclaimer,≤100,2
110810435310791,Small Business Funding For America,These ads ran without a disclaimer,≤100,1
101658392108772,"Pasquotank County, NC",These ads ran without a disclaimer,≤100,4
100628391999861,"San Juan, Ciudad Capital",These ads ran without a disclaimer,≤100,1
332458191992,Pilar Ortiz Speaker & Coach,These ads ran without a disclaimer,≤100,1
103591219311732,Professional Trades International,These ads ran without a disclaimer,≤100,1
241659632691204,AMTV,These ads ran without a disclaimer,≤100,1
105965355172326,Davidjustinn,These ads ran without a disclaimer,≤100,1
361372800553118,AMSAF - Arizona Motorcycle Safety & Awareness Foundation,These ads ran without a disclaimer,≤100,1
100940298840953,"Pottawattamie County, IA",These ads ran without a disclaimer,≤100,4
108209421445165,Fairfield County Local News,These ads ran without a disclaimer,≤100,2
107027474894018,Tripp County Local News,These ads ran without a disclaimer,≤100,1
101475112914663,license center,These ads ran without a disclaimer,≤100,1
118695234551970,Eliza Ben,These ads ran without a disclaimer,≤100,3
102550085353112,"Greene County, OH",These ads ran without a disclaimer,≤100,2
111448111475322,L.A. Nettles Author,These ads ran without a disclaimer,≤100,1
248108638562357,SUDDs -Stop Underage Drinking/Drugs- Coalition,These ads ran without a disclaimer,≤100,1
102565039373394,lvciferx13,These ads ran without a disclaimer,≤100,1
106576101601308,"Randolph County, IL",These ads ran without a disclaimer,≤100,6
111642901103399,Orleans County Local News,These ads ran without a disclaimer,≤100,1
95879114640,Massachusetts Trans Political Coalition - MTPC,These ads ran without a disclaimer,≤100,1
781330622043737,Kruger  Magazine,These ads ran without a disclaimer,≤100,3
1514820558822795,Wise Home Inspections,These ads ran without a disclaimer,≤100,1
1265491403475075,"Jacksonville, NC Local - News Break",These ads ran without a disclaimer,≤100,1
133123790080811,Franco Solari,These ads ran without a disclaimer,≤100,1
106667901607784,Person County Local News,These ads ran without a disclaimer,≤100,2
112621135101685,eastwoodslim_popcult,These ads ran without a disclaimer,≤100,1
2055413311393601,CU Trauma &  Resilience Initiative,These ads ran without a disclaimer,≤100,1
105162298427255,Cass County Local News,These ads ran without a disclaimer,≤100,1
101400938016498,Alameda Native History Project,These ads ran without a disclaimer,≤100,1
112458078432694,Mi Alcaldía PR,Mi Solutions LLC,≤100,1
281880629292843,Basäle Esthetic Studio,These ads ran without a disclaimer,≤100,1
1208281489338658,Allcare Health Clinic - Una Clinica Para Tu Salud,These ads ran without a disclaimer,≤100,1
115188731451869,Sonja Hanrahan District 2,These ads ran without a disclaimer,≤100,1
154234537975257,Foundation for Louisiana,These ads ran without a disclaimer,≤100,1
110116950604610,governor_of_africa,These ads ran without a disclaimer,≤100,3
102680998674097,"Marion County, SC",These ads ran without a disclaimer,≤100,1
788474347916774,RAMAS Festival,These ads ran without a disclaimer,≤100,1
108226702230613,SIEP Page 1,Gavin Mather Mac Pherson,≤100,2
111609041929525,Cleo Wolfus Real Estate,These ads ran without a disclaimer,≤100,1
106613205120160,EARZZ,These ads ran without a disclaimer,≤100,1
104438242392996,Hewes Allen,These ads ran without a disclaimer,≤100,1
105826148359478,Granville County Local News,These ads ran without a disclaimer,≤100,1
104652705882618,The Red First,These ads ran without a disclaimer,≤100,2
104886358455319,"Wharton County, TX",These ads ran without a disclaimer,≤100,5
111202450348753,Julio Rivera Ejecutivo de Ventas,These ads ran without a disclaimer,≤100,1
108430381417338,"Essex County, NY",These ads ran without a disclaimer,≤100,7
643621062330239,Bülent ÖZCAN,These ads ran without a disclaimer,≤100,1
180477155708626,Ley ADA Puerto Rico,These ads ran without a disclaimer,≤100,6
7248739415,YOOX,These ads ran without a disclaimer,≤100,1
110697875316729,r2s_signature.weddings,These ads ran without a disclaimer,≤100,1
116643664733370,GreenThreads Factory,These ads ran without a disclaimer,≤100,1
108157361978564,Eternal Fire Sacred Earth Conscious Clothing,These ads ran without a disclaimer,≤100,1
111901560465601,Jaha Dukureh,These ads ran without a disclaimer,≤100,1
493851447485595,"Jackson, MS Local - News Break",These ads ran without a disclaimer,≤100,7
109069511341045,"Payette County, ID",These ads ran without a disclaimer,≤100,1
105592280887737,"Bayonne, NJ Local - News Break",These ads ran without a disclaimer,≤100,2
100952802619141,yclub.io,These ads ran without a disclaimer,≤100,1
175233479162333,Concordia Welfare & Education Foundation - CWEF,These ads ran without a disclaimer,≤100,1
107178991936251,Alexduartenfts,These ads ran without a disclaimer,≤100,1
101304192456744,carososky,These ads ran without a disclaimer,≤100,1
101764208762492,"Hinds County, MS",These ads ran without a disclaimer,≤100,5
102133448735127,Crawford County Local News,These ads ran without a disclaimer,≤100,1
103024271144344,"Wauwatosa, WI Local - News Break",These ads ran without a disclaimer,≤100,1
104740621805126,Humboldt County Local News,These ads ran without a disclaimer,≤100,1
128856280475707,Historic Smithfield,These ads ran without a disclaimer,≤100,1
105040269794,Washtenaw Area Council For Children,These ads ran without a disclaimer,≤100,1
112458078432694,Mi Alcaldía PR,These ads ran without a disclaimer,≤100,1
100723896318708,꿀탑 연구소,These ads ran without a disclaimer,≤100,1
107370591540048,"San Juan County, WA",These ads ran without a disclaimer,≤100,1
101945625413932,Ellis County Local News,These ads ran without a disclaimer,≤100,2
109600444640550,New London County Local News,These ads ran without a disclaimer,≤100,2
112502804794164,Країна Миру - Country of Peace,These ads ran without a disclaimer,≤100,1
153768974695710,Massey Ferguson,These ads ran without a disclaimer,≤100,1
102915895324346,Miami County Local News,These ads ran without a disclaimer,≤100,1
105606435416290,Solano County Local News,These ads ran without a disclaimer,≤100,1
110935020347406,"Glenview, IL Local - News Break",These ads ran without a disclaimer,≤100,1
102153239840383,Rick Self - State Farm Agent,These ads ran without a disclaimer,≤100,1
100152992242761,"Tallapoosa County, AL",These ads ran without a disclaimer,≤100,2
154338854601272,Stone's Pharmacy,These ads ran without a disclaimer,≤100,1
2052549461695779,Peace4lifebh,These ads ran without a disclaimer,≤100,1
110162474572278,Buffalo County Local News,These ads ran without a disclaimer,≤100,1
107704548163061,"Georgetown County, SC",These ads ran without a disclaimer,≤100,2
97047561640,Pinnacle Career Institute,These ads ran without a disclaimer,≤100,3
109204878004830,"Monroe County, NY",These ads ran without a disclaimer,≤100,4
104119878533381,Saline County Local News,These ads ran without a disclaimer,≤100,1
974055369415688,Ingram Cosmetic Surgery,These ads ran without a disclaimer,≤100,1
1412545585625670,Chef Ami,These ads ran without a disclaimer,≤100,2
103399488607382,Essex County Local News,These ads ran without a disclaimer,≤100,2
1062113813844514,"Holland, MI Local - News Break",These ads ran without a disclaimer,≤100,1
110196007887546,"Muscogee County, GA",These ads ran without a disclaimer,≤100,2
1121159751266096,"Durham, NC Local - News Break",These ads ran without a disclaimer,≤100,3
133461276706653,Broco Energy,These ads ran without a disclaimer,≤100,2
104478492624576,Nadezhda Ankudinova,These ads ran without a disclaimer,≤100,1
104680891277834,Milwaukee Freedom Fund,These ads ran without a disclaimer,≤100,1
283849951958463,OurBus,These ads ran without a disclaimer,≤100,1
115782041402785,June1billion,These ads ran without a disclaimer,≤100,1
102294692412785,Jasper County Local News,These ads ran without a disclaimer,≤100,3
103418414451601,"Lake City, Florida Local - News Break",These ads ran without a disclaimer,≤100,1
102107118742071,"Sublette County, WY",These ads ran without a disclaimer,≤100,2
117900391184840,Jessica Kriegel,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,8
105636135793046,safespacewithdes,These ads ran without a disclaimer,≤100,1
106301014895947,Chrisls,These ads ran without a disclaimer,≤100,1
1019461331409408,Alexandre Paiva,These ads ran without a disclaimer,≤100,1
103770739404304,Deep Inner Knowing,These ads ran without a disclaimer,≤100,1
111530244317791,Eyitayo Alagbe Arts,These ads ran without a disclaimer,≤100,1
102498509391666,Prism News,These ads ran without a disclaimer,≤100,1
318118341668964,Let The Quran Speak,These ads ran without a disclaimer,≤100,1
111232968542053,Manual del Instalador Solar,These ads ran without a disclaimer,≤100,1
103551179374924,jcs_visualpoetry,These ads ran without a disclaimer,≤100,1
101404518614286,Zhirayr Voskanyan,These ads ran without a disclaimer,≤100,1
136703471239,"The Works: Ohio Center for History, Art & Technology",These ads ran without a disclaimer,≤100,1
122755730745146,steshamonet,These ads ran without a disclaimer,≤100,1
104438035137539,"Seminole County, GA",These ads ran without a disclaimer,≤100,3
108539798082750,Racine County Local News,These ads ran without a disclaimer,≤100,1
101426138793497,"Garrett County, MD",These ads ran without a disclaimer,≤100,1
100729712218925,The House Delight,These ads ran without a disclaimer,≤100,4
602040603170590,Americans for Food and Beverage Choice,These ads ran without a disclaimer,≤100,1
670929046304795,Ibrahim A. Badran Charitable Foundation - مؤسسة ابراهيم ا. بدران الخيريه,These ads ran without a disclaimer,≤100,1
108056968880157,honeysdesignco,These ads ran without a disclaimer,≤100,1
109122068011511,"Burke County, NC",These ads ran without a disclaimer,≤100,3
106441424177938,"Kinston, NC Local - News Break",These ads ran without a disclaimer,≤100,1
104735821805397,Brule County Local News,These ads ran without a disclaimer,≤100,1
105241251742733,"Thomas County, NE",These ads ran without a disclaimer,≤100,1
343341175170,Hospital Auxilio Mutuo,These ads ran without a disclaimer,≤100,1
105612432191551,quavergarraway,These ads ran without a disclaimer,≤100,1
106484278285515,"Walsh County, ND",These ads ran without a disclaimer,≤100,4
107856281471448,"Amite County, MS",These ads ran without a disclaimer,≤100,1
105991817845940,King Water Filtration,These ads ran without a disclaimer,≤100,1
1670764379911054,"Fargo, ND Local - News Break",These ads ran without a disclaimer,≤100,3
102432562366653,more_swag_than_your_dad,These ads ran without a disclaimer,≤100,1
102437852434364,Pozitivf Fertility,These ads ran without a disclaimer,≤100,1
104091601839644,"Pike County, AR",These ads ran without a disclaimer,≤100,2
105263891749834,Lewis County Local News,These ads ran without a disclaimer,≤100,1
103760159378613,Racing Guru,These ads ran without a disclaimer,≤100,2
103766315619523,Missouri Newsletter - Newsbreak TOTAL,These ads ran without a disclaimer,≤100,1
49629910770,Yizette Cifredo,These ads ran without a disclaimer,≤100,1
105475189492281,Conklin Insurance Agency Inc - State Farm Agent,These ads ran without a disclaimer,≤100,1
106587058620218,Nini Reading,These ads ran without a disclaimer,≤100,1
562917507406492,Fundahigado America,These ads ran without a disclaimer,≤100,1
102338608707570,"Huntingdon County, PA",These ads ran without a disclaimer,≤100,1
109840261938295,Glitter And Glazed,These ads ran without a disclaimer,≤100,1
103093221970457,"Rhea County, TN",These ads ran without a disclaimer,≤100,2
107429908178518,"Hopkins County, KY",These ads ran without a disclaimer,≤100,1
316711992002588,"Honolulu, HI Local - News Break",These ads ran without a disclaimer,≤100,1
333456151294047,Our Funny Little Site People,These ads ran without a disclaimer,≤100,2
102808688620960,okiedokiepoke,These ads ran without a disclaimer,≤100,1
106704894929223,"Champaign County, OH",These ads ran without a disclaimer,≤100,2
108334355221791,Lourdes Ramos Rivas,These ads ran without a disclaimer,≤100,1
101707698768935,"Daniels County, MT",These ads ran without a disclaimer,≤100,1
245824299144128,"Worcester, MA Local - News Break",These ads ran without a disclaimer,≤100,5
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
101303985487113,Choctaw County Local News,These ads ran without a disclaimer,≤100,2
101096202158160,"Ada County, ID",These ads ran without a disclaimer,≤100,3
102786036073748,grahastiinusa,These ads ran without a disclaimer,≤100,1
100465256227343,Boosting Your Financial IQ,These ads ran without a disclaimer,≤100,1
104263721851505,"Sabine County, TX",These ads ran without a disclaimer,≤100,3
109433511311808,"Carter County, MO",These ads ran without a disclaimer,≤100,1
100736548869338,"Robeson County, NC",These ads ran without a disclaimer,≤100,3
111847761755237,thereachoutus,These ads ran without a disclaimer,≤100,1
109274828010025,"Camp County, TX",These ads ran without a disclaimer,≤100,1
108832308056284,Sharp County Local News,These ads ran without a disclaimer,≤100,1
104935717638774,"Augusta, Maine Local - News Break",These ads ran without a disclaimer,≤100,2
104914122509208,Spaceclipse,These ads ran without a disclaimer,≤100,1
112273315133855,Luva Store,These ads ran without a disclaimer,≤100,2
103429488589872,"Gogebic County, MI",These ads ran without a disclaimer,≤100,1
105645255022852,Richland County Local News,These ads ran without a disclaimer,≤100,1
6662774772,Carolina Hurricanes,These ads ran without a disclaimer,≤100,5
104258962527725,XpEarth,These ads ran without a disclaimer,≤100,1
101901378083322,Hogares Teresa Toda,These ads ran without a disclaimer,≤100,2
100274342257971,Wabash County Local News,These ads ran without a disclaimer,≤100,1
106721292340505,spaq_education,These ads ran without a disclaimer,≤100,1
1614521742134257,Global Empowerment Mission,These ads ran without a disclaimer,≤100,1
112054440619763,ILY2,These ads ran without a disclaimer,≤100,1
1481476025451253,Martha,These ads ran without a disclaimer,≤100,1
855537464589916,"St George, UT Local - News Break",These ads ran without a disclaimer,≤100,2
1675630946095534,Franciscan Missions,These ads ran without a disclaimer,≤100,2
164432246934163,Chopard,These ads ran without a disclaimer,≤100,2
120613924682133,Business Gateways International LLC,These ads ran without a disclaimer,≤100,5
149935233872959,up.clothingofficial,These ads ran without a disclaimer,≤100,1
405638849547574,The Funders’ Collaborative on Youth Organizing - FCYO,These ads ran without a disclaimer,≤100,1
108258011531679,Futbolete - Stories,These ads ran without a disclaimer,≤100,1
118550779416,National Civil Rights Museum,These ads ran without a disclaimer,≤100,1
185999151456481,Somatic Experiencing International,These ads ran without a disclaimer,≤100,1
105958911682266,Monterey County Local News,These ads ran without a disclaimer,≤100,1
100604562215831,Ziebach County Local News,These ads ran without a disclaimer,≤100,1
199736059643,"DC Talk Therapy, LLC",These ads ran without a disclaimer,≤100,1
412031495631552,AZPE,These ads ran without a disclaimer,≤100,1
101133538836577,Clark County Local News,These ads ran without a disclaimer,≤100,1
102807272705481,Luva store,These ads ran without a disclaimer,≤100,2
110304584064104,Actively BLACK,These ads ran without a disclaimer,≤100,1
100141685580391,"Placer County, CA",These ads ran without a disclaimer,≤100,2
104425608457156,Better Bone,These ads ran without a disclaimer,≤100,1
110388194568039,"Pierce County, WA",These ads ran without a disclaimer,≤100,1
105597821711935,Madison County Local News,These ads ran without a disclaimer,≤100,1
100971905510565,Allen County Local News,These ads ran without a disclaimer,≤100,2
103311842604701,chiwestsidenews,These ads ran without a disclaimer,≤100,1
106633888258481,"Meade County, KY",These ads ran without a disclaimer,≤100,1
107164218415409,Shortviral,These ads ran without a disclaimer,≤100,2
104013635210416,"Jefferson County, TN",These ads ran without a disclaimer,≤100,1
160997890975093,"Springfield, MO Local - News Break",These ads ran without a disclaimer,≤100,3
157959214231091,"Wanted Mountain Cedars, Dead and Alive",These ads ran without a disclaimer,≤100,1
331201401133,"Grace Christian Academy - St. Louis, MO",These ads ran without a disclaimer,≤100,1
108376081435112,Delaware County Local News,These ads ran without a disclaimer,≤100,1
151744228264505,SmallRig,These ads ran without a disclaimer,≤100,2
1820629951567249,AKB,These ads ran without a disclaimer,≤100,2
104793285133849,"Douglas County, WA",These ads ran without a disclaimer,≤100,1
101246695811685,Bexar County Local News,These ads ran without a disclaimer,≤100,4
101016751419178,ministerzay,These ads ran without a disclaimer,≤100,1
110073877933164,"Stevens County, WA",These ads ran without a disclaimer,≤100,3
105564101967913,Oregon Newsletter - Newsbreak US,These ads ran without a disclaimer,≤100,2
100954242180474,"Rockingham County, NC",These ads ran without a disclaimer,≤100,2
107286394879975,Labette County Local News,These ads ran without a disclaimer,≤100,2
102801939440877,Consejo de Beneficios Transitorio,These ads ran without a disclaimer,≤100,2
108902518037860,Dickinson County Local News,These ads ran without a disclaimer,≤100,1
102188238722729,Neosho County Local News,These ads ran without a disclaimer,≤100,2
110408637898760,"Cabell County, WV",These ads ran without a disclaimer,≤100,6
102714529158909,Do la,These ads ran without a disclaimer,≤100,1
110348415350579,mulheresqueagregam,These ads ran without a disclaimer,≤100,1
111116031541642,Greece Education Today,These ads ran without a disclaimer,≤100,1
112582038134062,Dubuque Colleges Sustainability Coalition,These ads ran without a disclaimer,≤100,1
110104601258718,"Lamb County, TX",These ads ran without a disclaimer,≤100,1
218002838295908,Happy Smiles - Tupelo,These ads ran without a disclaimer,≤100,1
100956962558580,cid_celebrity_encounters808,These ads ran without a disclaimer,≤100,1
1766453293448241,New Mexico Local News,These ads ran without a disclaimer,≤100,7
111967013731903,Goldwind,These ads ran without a disclaimer,≤100,3
109092900537203,"Perth Amboy, New Jersey Local - News Break",These ads ran without a disclaimer,≤100,1
107378691526803,"Butler County, OH",These ads ran without a disclaimer,≤100,1
111458800300282,"Leominster, Massachusetts Local - News Break",These ads ran without a disclaimer,≤100,1
114625788289561,The Masculist Movement,These ads ran without a disclaimer,≤100,1
102296158700992,Ashland County Local News,These ads ran without a disclaimer,≤100,1
115098888610419,Sacramento County District Attorney's Office,These ads ran without a disclaimer,≤100,1
552745088182734,TaskUs,These ads ran without a disclaimer,≤100,1
112235911835532,Miguel Angel Haro Moreno,These ads ran without a disclaimer,≤100,1
207216579934657,New Hampshire Local News,These ads ran without a disclaimer,≤100,2
439733729429081,"US UCIA Corporation, Inc.",These ads ran without a disclaimer,≤100,1
312915668899324,Lucara Diamond Corp.,These ads ran without a disclaimer,≤100,1
100668532190706,"Oconee County, GA",These ads ran without a disclaimer,≤100,12
109738077964215,Alleghany County Local News,These ads ran without a disclaimer,≤100,2
109000355184790,Black Girls Shred,These ads ran without a disclaimer,≤100,1
104777435103213,"Fulton County, GA",These ads ran without a disclaimer,≤100,6
105100868436520,"Juneau County, WI",These ads ran without a disclaimer,≤100,1
107270641551236,Food Is In The House Always,These ads ran without a disclaimer,≤100,3
106064941937976,Dov Reading,These ads ran without a disclaimer,≤100,1
105224869252804,Fitness sergio,These ads ran without a disclaimer,≤100,1
1917753145149599,Blissy art,These ads ran without a disclaimer,≤100,1
104582155796711,NewsBreak Local Newsletter,These ads ran without a disclaimer,≤100,1
111290111953395,larsonhaakenstad,These ads ran without a disclaimer,≤100,1
105939488350304,"Buchanan County, VA",These ads ran without a disclaimer,≤100,1
109476034966891,Electrify News,These ads ran without a disclaimer,≤100,2
1794578884095208,"Lake Havasu City, AZ Local - News Break",These ads ran without a disclaimer,≤100,1
100985805605466,Zero Hour Developments,These ads ran without a disclaimer,≤100,1
404568076612822,San Diego Legion,These ads ran without a disclaimer,≤100,1
113488212687588,Urban Air Adventure Park,These ads ran without a disclaimer,≤100,1
106059335004926,Harvey County Local News,These ads ran without a disclaimer,≤100,3
103869391861176,"Pickens County, AL",These ads ran without a disclaimer,≤100,3
105903638341038,Bennett County Local News,These ads ran without a disclaimer,≤100,1
108642471408869,Trempealeau County Local News,These ads ran without a disclaimer,≤100,1
101893615020324,jasonnguyentv,These ads ran without a disclaimer,≤100,1
104596249221026,Casa de Nahualt,These ads ran without a disclaimer,≤100,1
355113319538,IDEAL Electrical,These ads ran without a disclaimer,≤100,1
108414021431423,Pierce County Local News,These ads ran without a disclaimer,≤100,1
112711966835069,"Conyers, GA Local - News Break",These ads ran without a disclaimer,≤100,2
101800058762662,"Curry County, OR",These ads ran without a disclaimer,≤100,3
106532948368918,Klickitat County Local News,These ads ran without a disclaimer,≤100,2
101487485460423,Pennington County Local News,These ads ran without a disclaimer,≤100,1
103495912689548,crybabithug,These ads ran without a disclaimer,≤100,1
101794728761664,"Sullivan County, NY",These ads ran without a disclaimer,≤100,7
100527558900494,"Marathon County, WI",These ads ran without a disclaimer,≤100,2
100683308231680,Scott County Health Department,These ads ran without a disclaimer,≤100,1
105612145038460,"Warren County, NY",These ads ran without a disclaimer,≤100,2
105546021725595,"Dunn County, WI",These ads ran without a disclaimer,≤100,3
100295858911203,"Houghton County, MI",These ads ran without a disclaimer,≤100,2
101001309062631,Ideas y Soluciones que Facturan,These ads ran without a disclaimer,≤100,1
103161355252292,Life Magazine,These ads ran without a disclaimer,≤100,3
110214157914771,"Emery County, UT",These ads ran without a disclaimer,≤100,2
100240708926956,Monroe County Local News,These ads ran without a disclaimer,≤100,1
108071195595043,Expert Green Energy,These ads ran without a disclaimer,≤100,3
100795889032582,thereefline,These ads ran without a disclaimer,≤100,1
116679401363112,Kelce Jam,These ads ran without a disclaimer,≤100,2
106303681636892,"Franklin County, OH",These ads ran without a disclaimer,≤100,3
120923107649724,Manuel Er Rodr,These ads ran without a disclaimer,≤100,2
110719365374072,Raffeclothing,These ads ran without a disclaimer,≤100,1
111392287796581,"Franklin County, VA",These ads ran without a disclaimer,≤100,1
106332151641660,"Lawrence County, TN",These ads ran without a disclaimer,≤100,2
107052968215225,"Berrien County, MI",These ads ran without a disclaimer,≤100,3
112976981788697,Martin Memorial Church of God in Christ,These ads ran without a disclaimer,≤100,1
105962449139113,ChatPod,These ads ran without a disclaimer,≤100,2
106224801648186,Dutchess County Local News,These ads ran without a disclaimer,≤100,1
109542631563175,Gevim Reading,These ads ran without a disclaimer,≤100,2
103711688800991,Newsbreak Partner 03,These ads ran without a disclaimer,≤100,1
108782441363954,"Las Animas County, CO",These ads ran without a disclaimer,≤100,1
282609205261913,Soy Rico,These ads ran without a disclaimer,≤100,4
107471868194062,Steuben County Local News,These ads ran without a disclaimer,≤100,1
107919584803093,"Brunswick County, NC",These ads ran without a disclaimer,≤100,6
442531956505794,Student Liberal Action Party,These ads ran without a disclaimer,≤100,1
101104425499678,Randolph County Local News,These ads ran without a disclaimer,≤100,1
108181388121042,Oconto County Local News,These ads ran without a disclaimer,≤100,1
100147042246520,"Nassau County, FL",These ads ran without a disclaimer,≤100,2
105229295087109,Shawano County Local News,These ads ran without a disclaimer,≤100,1
110322954865854,Wonderful Reading,These ads ran without a disclaimer,≤100,2
1077520258996456,"Columbus, GA Local - News Break",These ads ran without a disclaimer,≤100,2
338819292867443,All About Women OBGYN,These ads ran without a disclaimer,≤100,1
100087163514257,Pastor Emmanuel Uba,These ads ran without a disclaimer,≤100,1
111016367834320,Schuyler County Local News,These ads ran without a disclaimer,≤100,1
1246910372040187,"Appleton, WI Local - News Break",These ads ran without a disclaimer,≤100,2
178551608853872,Kid to Kid,These ads ran without a disclaimer,≤100,1
111052425178913,Voluntad Caborrojeña,These ads ran without a disclaimer,≤100,1
121000597582935,Anchor,These ads ran without a disclaimer,≤100,1
100470045545054,"Gwinnett County, GA",These ads ran without a disclaimer,≤100,4
107945098122350,"Marshall County, IN",These ads ran without a disclaimer,≤100,1
257112374860870,"Federal Way, WA Local - News Break",These ads ran without a disclaimer,≤100,1
108163344772796,"Tishomingo County, MS",These ads ran without a disclaimer,≤100,1
109792807129020,"Goodyear, AZ Local - News Break",These ads ran without a disclaimer,≤100,5
108735084822514,Un-covered,These ads ran without a disclaimer,≤100,2
114331304831366,Bunch Junior,These ads ran without a disclaimer,≤100,1
126739647374777,Herbert Mensah,These ads ran without a disclaimer,≤100,1
179020228798668,Sociedad de Especialistas en Ortodoncia de PR,These ads ran without a disclaimer,≤100,6
103181825240225,adam.f.g.2020,These ads ran without a disclaimer,≤100,1
105487634812099,Colapa Case Market 04,These ads ran without a disclaimer,≤100,4
103044472726318,Business Networkmarketing & Teamaufbau,These ads ran without a disclaimer,≤100,1
202655389892988,Coconut Wireless,These ads ran without a disclaimer,≤100,1
524481140907226,Green Motion International,These ads ran without a disclaimer,≤100,1
184941236528268,Books by JC Compton,These ads ran without a disclaimer,≤100,1
108136938126791,Pamlico County Local News,These ads ran without a disclaimer,≤100,1
115387993241226,"Manchester, Missouri Local - News Break",These ads ran without a disclaimer,≤100,1
111478934451778,Itasca County Local News,These ads ran without a disclaimer,≤100,2
100123545597143,"Pettis County, MO",These ads ran without a disclaimer,≤100,7
135975619799644,Quality Water Service,These ads ran without a disclaimer,≤100,4
105780761685431,"Mille Lacs County, MN",These ads ran without a disclaimer,≤100,2
13704073586,Steppenwolf Theatre Company,These ads ran without a disclaimer,≤100,1
199392297142463,Owen G Costanza -Village Of Poplar Grove President,These ads ran without a disclaimer,≤100,1
104885035752092,Chaotic Neutral Apparel,These ads ran without a disclaimer,≤100,5
104811498441425,Clark County Local News,These ads ran without a disclaimer,≤100,1
103233111927452,"Burke County, GA",These ads ran without a disclaimer,≤100,2
113414865066603,tehran_art_circle,These ads ran without a disclaimer,≤100,1
109128517993715,"Pima County, AZ",These ads ran without a disclaimer,≤100,2
103119027899256,Caribbean Climate-Smart Accelerator,These ads ran without a disclaimer,≤100,1
105887665008004,"Stone County, MO",These ads ran without a disclaimer,≤100,1
110194714510724,Nursing Project,These ads ran without a disclaimer,≤100,1
1418616178190766,Payne Glasses,These ads ran without a disclaimer,≤100,1
104974675116592,"Wise County, VA",These ads ran without a disclaimer,≤100,2
102386151868694,Graduatez - Graduation,These ads ran without a disclaimer,≤100,1
101985895417712,Franklin County Local News,These ads ran without a disclaimer,≤100,1
509144722435814,Los Teques PR,These ads ran without a disclaimer,≤100,1
106784371894385,Wonderful Stories,These ads ran without a disclaimer,≤100,3
114194804938370,TruthAI,These ads ran without a disclaimer,≤100,1
115182018183472,jinkx8497,These ads ran without a disclaimer,≤100,1
100117405606689,Northampton County Local News,These ads ran without a disclaimer,≤100,1
106338091641704,Grant County Local News,These ads ran without a disclaimer,≤100,1
523698037734731,Alliance For Full Acceptance,These ads ran without a disclaimer,≤100,1
104667051805151,"Barnwell County, SC",These ads ran without a disclaimer,≤100,1
181477995294794,SYSPRO Global,These ads ran without a disclaimer,≤100,2
102433685604316,Bear Place,These ads ran without a disclaimer,≤100,4
104966469264991,Sustainable Green Farming,These ads ran without a disclaimer,≤100,1
109856354617880,"Albemarle County, VA",These ads ran without a disclaimer,≤100,2
1197177273685607,"Newport News, VA Local - News Break",These ads ran without a disclaimer,≤100,1
110030584262047,officialjuru,These ads ran without a disclaimer,≤100,1
122053134212339,Nusunpower.ca,These ads ran without a disclaimer,≤100,1
101347825453670,"Inyo County, CA",These ads ran without a disclaimer,≤100,1
452276488293072,Hulu Watcher,These ads ran without a disclaimer,≤100,1
102567768691071,Ozaukee County Local News,These ads ran without a disclaimer,≤100,1
107698718158690,"Scotts Bluff County, NE",These ads ran without a disclaimer,≤100,1
106766251601690,"Lewis County, WA",These ads ran without a disclaimer,≤100,3
100217728930074,Monroe County Local News,These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,2
225246678233079,"Cypress, TX Local - News Break",These ads ran without a disclaimer,≤100,1
106840401591015,Gibson County Local News,These ads ran without a disclaimer,≤100,1
104942228449635,"Lamoille County, VT",These ads ran without a disclaimer,≤100,1
101648498502358,CT 169 Strong,These ads ran without a disclaimer,≤100,1
110454561690131,jones.drawings,These ads ran without a disclaimer,≤100,1
310146366551541,Rahab Enrichment Center,These ads ran without a disclaimer,≤100,1
448251102243105,Supernova Seattle,These ads ran without a disclaimer,≤100,4
103049021976308,Yadkin County Local News,These ads ran without a disclaimer,≤100,1
565396750175237,Share Tanzania,These ads ran without a disclaimer,≤100,1
1594755110757030,Arasibo Steakhouse Boutique,These ads ran without a disclaimer,≤100,2
106560528277266,"Vinton County, OH",These ads ran without a disclaimer,≤100,10
445011182501109,Jean Ngoyi,These ads ran without a disclaimer,≤100,1
114320348204364,Susie Vance for Circuit Court Clerk,These ads ran without a disclaimer,≤100,1
114184975000819,Unexplained Beasts,These ads ran without a disclaimer,≤100,2
103011945314456,Tulare County Local News,These ads ran without a disclaimer,≤100,1
107311881533477,Columbia County Local News,These ads ran without a disclaimer,≤100,1
108362128102577,"Madison County, TX",These ads ran without a disclaimer,≤100,1
